"scene_id","original_file","test_set","test_file","材质色差","材质品类变化","光影过强","结构与物品变化","总评","问题备注","说明"
"41","空房间测试41.jpg","AI美化线上版","空房间ai美化线上版41.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"41","空房间测试41.jpg","AI美化LoRA版","空房间ai美化测试41.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"41","空房间测试41.jpg","实时增强结果版","空房间实时增强测试41.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"41","空房间测试41.jpg","实时增强LoRA版","空房间实时增强lora测试41.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"42","空房间测试42.jpg","AI美化线上版","空房间ai美化线上版42.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"42","空房间测试42.jpg","AI美化LoRA版","空房间ai美化测试42.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"42","空房间测试42.jpg","实时增强结果版","空房间实时增强测试42.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"42","空房间测试42.jpg","实时增强LoRA版","空房间实时增强lora测试42.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"43","空房间测试43.jpg","AI美化线上版","空房间ai美化线上版43.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"43","空房间测试43.jpg","AI美化LoRA版","空房间ai美化测试43.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"43","空房间测试43.jpg","实时增强结果版","空房间实时增强测试43.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"43","空房间测试43.jpg","实时增强LoRA版","空房间实时增强lora测试43.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"44","空房间测试44.jpg","AI美化线上版","空房间ai美化线上版44.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"44","空房间测试44.jpg","AI美化LoRA版","空房间ai美化测试44.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"44","空房间测试44.jpg","实时增强结果版","空房间实时增强测试44.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"44","空房间测试44.jpg","实时增强LoRA版","空房间实时增强lora测试44.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"45","空房间测试45.jpg","AI美化线上版","空房间ai美化线上版45.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"45","空房间测试45.jpg","AI美化LoRA版","空房间ai美化测试45.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"45","空房间测试45.jpg","实时增强结果版","空房间实时增强测试45.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"45","空房间测试45.jpg","实时增强LoRA版","空房间实时增强lora测试45.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
